Contract,tenure,MonthlyCharges,TechSupport,TotalCharges,InternetService,Partner,OnlineSecurity,Dependents,PaymentMethod,DeviceProtection,StreamingTV,OnlineBackup,PhoneService,Churn
0,2,39.02324920149022,0,70.6593146113919,0,0,1,0,2,0,0,1,0,1
0,1,69.0577496763058,0,69.0577496763058,1,0,0,0,2,0,0,0,1,1
0,28,97.44494556875564,0,2650.6587759264967,1,0,1,0,1,0,2,0,1,1
0,6,77.90064532929547,0,548.4841143472498,1,0,0,0,2,1,0,0,1,1
0,33,102.35772711357933,0,3468.1470331938503,1,0,1,0,2,1,2,0,1,1
0,6,19.608728671886812,1,145.73461090618858,2,1,1,0,1,1,1,1,1,1
0,37,75.93358836585072,0,2644.1396137645456,0,1,0,0,2,0,0,0,0,1
0,22,75.08131881702077,0,1710.6563581410326,1,0,0,0,1,0,0,0,1,1
0,13,50.96692325790301,0,712.6944134151623,0,0,0,0,2,1,1,0,0,1
0,2,45.271326409573014,0,83.66832822252445,0,0,0,0,3,0,0,0,1,1
0,1,76.27250377185337,0,76.27250377185337,1,0,0,0,2,2,0,0,1,1
0,27,88.93206488023074,0,2467.7860303388106,1,0,1,0,2,0,0,1,1,1
0,7,83.85508216210955,0,586.7160818733153,1,0,0,0,2,1,2,0,1,1
0,20,88.18777661726924,0,1802.8594046007656,1,0,0,0,2,0,0,0,1,1
0,20,95.75683874248358,1,2013.5524254725979,1,0,0,0,1,1,1,0,1,1
0,28,82.18623599934011,0,2265.0676505075216,1,1,0,0,0,0,0,1,1,1
1,53,106.42798764902147,0,5765.048843697359,1,1,2,0,0,0,2,2,1,1
0,2,85.70246960252227,0,181.23288202352302,1,0,0,0,2,0,1,0,1,1
1,61,104.97180075981133,0,6402.6630260454385,1,0,0,0,2,2,2,1,1,1
0,20,98.13433086805497,0,1843.1748314628417,1,0,0,0,2,1,1,0,1,1
0,2,70.06146591203819,0,141.69489580631657,1,0,0,0,1,0,0,0,1,1
0,42,102.83994861993594,0,4428.613974814261,1,0,0,0,1,1,2,1,1,1
0,24,90.89791369807274,0,2257.3293156862264,1,1,0,0,0,2,2,1,1,1
0,6,82.91779120770885,0,499.0810901762186,1,0,0,0,2,1,0,0,1,1
0,15,84.18383438268114,1,1262.7756620368991,1,0,0,0,1,1,0,0,1,1
0,31,93.98910209205827,0,3019.479882756164,1,0,0,0,1,1,2,1,1,1
0,5,91.08516103393052,0,455.2922432677364,1,0,0,0,2,0,1,0,1,1
0,12,78.23697946193663,0,947.524556494978,1,0,0,0,0,0,0,0,1,1
0,1,69.63805039617478,0,69.63805039617478,1,0,0,0,2,0,0,0,1,1
0,5,46.6986730858361,0,222.58093562996726,0,0,0,0,2,0,0,0,1,1
0,11,50.23615246160986,1,534.4073684069959,0,0,0,1,1,1,0,0,0,1
0,13,73.18047516057386,0,896.4155483717961,0,0,0,0,1,0,0,0,1,1
0,1,25.1,0,25.1,0,0,0,0,2,0,0,0,0,1
0,2,94.05199290511341,1,168.91663933677162,1,0,0,0,2,0,2,0,1,1
0,58,93.71437901500784,0,5436.4601425475685,1,1,0,0,0,2,0,2,1,1
0,2,81.8050069163115,0,184.9408546339287,1,0,0,0,2,0,0,0,1,1
0,6,91.4042784631722,0,547.2551481798165,1,0,0,0,2,0,2,0,1,1
0,1,69.83207107692375,0,69.83207107692375,1,0,0,0,2,0,0,0,1,1
0,7,94.54548398316855,0,671.6921874022023,1,0,1,0,1,0,0,2,1,1
0,37,86.3881287484478,0,3229.741597448059,1,0,1,0,1,2,0,2,1,1
0,26,85.99721248836582,0,2285.4107077209455,1,0,0,0,2,0,0,0,1,1
0,37,80.40660268589738,0,3011.6110079254877,1,1,1,0,2,0,0,2,1,1
0,6,84.3867932425796,0,523.8257717854385,1,0,0,0,2,0,2,1,1,1
0,59,92.56650030870462,0,5271.702750695941,0,1,0,0,1,2,2,2,1,1
0,57,97.09653590955622,0,5582.68965754752,1,1,0,0,0,0,2,0,1,1
0,4,99.05692701160693,0,347.3093628209004,1,0,1,0,2,0,1,0,1,1
0,13,96.27000146702545,0,1244.1776315762918,1,0,1,0,2,0,2,1,1,1
0,57,96.42576004995566,0,5581.0492227072045,1,1,0,0,0,0,2,0,1,1
0,36,89.4044583463901,0,3186.2003888293975,0,0,2,0,1,0,2,0,1,1
0,31,84.58677272935967,0,2703.30380574912,1,0,0,1,1,0,1,0,1,1
0,1,90.58715562206852,0,90.58715562206852,1,0,0,0,2,0,2,0,1,1
1,68,106.32340929933733,1,7133.314739426509,1,1,1,0,1,2,2,0,1,1
0,22,86.17954733423977,1,1903.5682678422427,1,0,0,0,2,1,0,1,1,1
0,9,89.26621381317533,0,854.059511409318,1,0,0,0,2,0,0,0,1,1
0,10,81.30885106699864,0,834.5185585351065,1,0,0,0,2,0,0,0,1,1
0,6,81.90521645942088,0,522.703736069451,1,0,0,0,2,0,0,0,1,1
0,22,97.84410906719005,0,2086.3540775949728,1,0,0,0,2,0,2,0,1,1
0,1,89.9030503916003,0,89.9030503916003,1,0,0,0,2,0,2,0,1,1
0,17,87.26600019604501,0,1540.9909278981413,1,1,1,0,2,1,1,0,1,1
0,65,91.61173148351929,0,5939.669366114967,1,1,0,0,0,0,1,2,1,1
0,36,101.40230637575215,0,3550.813277790072,0,0,0,0,1,2,1,2,1,1
0,17,69.58055200604268,0,1146.6601571688802,1,0,0,0,2,0,0,0,1,1
0,16,87.0333574943944,0,1422.835775564927,0,0,0,0,1,2,0,0,1,1
0,3,84.89496210672792,2,269.9135884801547,1,0,0,0,2,0,0,0,1,1
0,6,87.7674965490456,0,582.373371404612,1,0,0,0,2,1,2,0,1,1
0,24,92.16903160859495,0,2257.0233856128466,1,1,0,0,0,2,2,1,1,1
0,1,76.47020015125271,0,76.47020015125271,1,0,0,0,2,0,0,0,1,1
0,1,20.10930679488767,1,20.10930679488767,2,0,1,0,3,1,1,1,1,1
0,1,44.43342176504664,0,44.43342176504664,0,0,0,0,3,0,0,0,1,1
0,3,75.87722349198752,0,227.5156842298816,1,0,0,0,1,0,0,0,1,1
0,4,87.4811118825691,1,400.06462095394573,1,0,0,0,2,0,0,1,1,1
0,10,97.45117209520626,0,971.7592339256166,1,0,1,0,2,0,1,0,1,1
0,1,70.00345037963064,0,70.00345037963064,1,0,0,0,2,0,0,0,1,1
0,44,95.4634335954084,0,4362.590005272829,1,0,0,0,2,0,1,0,1,1
0,1,69.6,0,69.6,1,0,0,0,2,0,0,0,1,1
0,56,95.20293311480327,0,5321.984455724057,0,1,2,1,1,2,2,0,1,1
0,67,100.06761500670555,0,6846.070918139733,1,1,0,0,1,0,2,1,1,1
0,35,85.83507814953737,1,3113.8185427328267,0,0,1,0,1,1,1,0,1,1
1,60,99.97225302122136,0,6132.193306627214,1,0,0,0,2,2,2,0,1,1
0,9,80.5589371546001,0,748.6014996718643,1,0,0,0,2,0,1,0,1,1
0,2,22.828660625240094,0,36.32552294646287,0,1,0,1,3,0,0,0,0,1
0,21,80.1171502025406,1,1741.4993406328992,0,0,1,0,2,0,2,0,1,1
0,2,79.24662002143045,0,152.58829477516534,1,0,0,0,2,0,1,0,1,1
2,55,86.48641592252514,0,4759.803909455274,0,0,0,0,1,2,1,1,1,1
0,4,90.23524953998351,0,357.17730698459,1,0,0,0,2,0,0,2,1,1
0,1,19.628738590728116,1,19.628738590728116,2,0,1,0,3,1,1,1,1,1
1,62,100.25880391330958,0,6137.283661732512,1,0,0,0,0,0,2,2,1,1
0,3,97.54197295657724,1,314.2898522703429,1,0,0,0,2,0,2,2,1,1
0,14,83.83752614247805,0,1235.045925513609,1,1,0,0,2,0,1,0,1,1
0,5,70.250047702497,0,331.90003374079055,1,0,0,0,2,0,0,0,1,1
0,1,69.24585854287942,0,69.24585854287942,1,0,0,0,2,0,0,0,1,1
0,54,100.6949518671962,0,5259.408524607609,1,1,0,0,2,1,2,2,1,1
0,31,99.92814623199962,0,3187.6334195600175,1,0,0,0,1,0,2,1,1,1
0,2,49.01634770371541,0,91.13634447998734,0,0,0,0,1,0,0,1,1,1
0,15,66.3882524240663,0,993.9068049415638,0,0,0,1,0,0,0,0,1,1
0,32,83.56293910374539,0,2765.1507692712707,1,0,0,0,2,0,0,0,1,1
0,22,96.02208197671288,2,2103.660827363355,1,0,0,0,2,1,1,1,1,1
0,41,110.61358335971937,2,4529.784750100995,1,1,0,0,1,2,2,1,1,1
0,18,49.543073036194336,0,878.372402095712,0,0,0,0,2,1,0,0,0,1
0,1,73.5770655205912,0,73.5770655205912,1,0,0,0,2,0,0,0,1,1
0,2,80.460751099157,0,155.66738199919715,1,0,0,0,2,2,0,0,1,1
0,1,69.7724293483285,0,69.7724293483285,1,0,0,0,2,0,0,0,1,1
0,1,69.81630471918034,0,69.81630471918034,1,0,0,0,2,0,0,0,1,1
0,21,84.11865980351719,0,1762.9728116709437,1,0,0,0,2,1,1,0,1,1
0,7,78.86939070231621,0,605.4881880287293,1,0,2,0,2,0,0,0,1,1
0,4,90.72620671522178,0,366.9589011680633,1,0,0,0,2,0,0,2,1,1
0,13,91.79349276436538,0,1295.5739286637838,1,0,0,0,2,0,2,0,1,1
0,29,97.73555643504588,0,3009.061956523748,1,0,0,0,1,1,2,0,1,1
0,2,76.74262146764117,0,165.92640773302807,1,0,0,0,1,0,0,0,1,1
0,1,19.75,1,19.75,2,0,1,0,3,1,1,1,1,1
0,2,70.74540349193916,0,140.20056158866933,1,0,0,0,1,0,0,0,1,1
0,7,79.67094100815777,0,524.46684057896,1,0,0,0,2,0,0,0,1,1
0,2,44.609805980325085,0,96.7665966689471,0,0,0,0,2,0,1,0,0,1
0,1,44.417657268106844,0,44.417657268106844,0,1,0,0,0,0,0,0,1,1
0,4,79.98706418411577,0,324.2598747673206,1,0,0,0,2,0,0,0,1,1
0,7,78.0958164724422,0,524.3173207665101,1,0,0,0,2,0,0,0,1,1
0,5,94.66145084424664,0,450.2034410332333,1,0,0,0,1,0,2,0,1,1
0,13,90.41886699990782,1,1207.7066623061994,1,0,0,0,1,0,0,1,1,1
0,3,74.3563981242709,0,214.20126455659937,1,0,0,0,0,0,0,0,1,1
0,28,81.51048256263587,0,2379.247118884461,1,0,0,0,2,0,2,0,1,1
0,4,47.65626793158368,0,201.57955408757863,0,0,0,0,2,0,1,0,0,1
0,13,75.61278017866323,0,1025.1258258032835,1,0,0,0,2,1,0,0,1,1
0,8,92.19969240078619,0,730.5014898766897,1,0,0,0,1,2,2,0,1,1
0,3,98.86844040207745,1,310.80272196843487,1,0,0,0,1,0,2,1,1,1
0,2,96.8504988147872,0,251.3721427800225,1,0,0,0,2,2,0,0,1,1
0,7,78.12271645213946,0,605.248635837581,1,0,1,0,2,0,0,0,1,1
0,4,47.39932159605091,0,222.81374576012215,0,0,0,1,2,0,0,0,1,1
0,12,90.82242649277741,0,1050.8817332798883,1,0,0,0,0,0,2,1,1,1
0,3,73.85531353834408,0,209.72591060122775,1,0,0,0,2,0,0,0,1,1
0,6,104.98993008848835,1,671.2973530360143,1,0,0,0,1,1,2,2,1,1
0,1,75.15228769191378,0,75.15228769191378,1,0,0,0,0,2,0,0,1,1
0,15,19.959754917541805,1,288.1338439217879,2,0,1,0,1,1,1,1,1,1
0,25,90.11596460870996,0,2280.4012741980223,1,0,0,0,2,0,2,2,1,1
0,4,97.29760486206054,1,396.23944187638193,1,0,0,0,0,1,2,0,1,1
0,35,85.7500286450145,1,3116.570501700602,0,0,1,0,1,1,1,0,1,1
0,5,93.26798699330817,0,485.6935152643752,1,0,0,0,0,1,2,0,1,1
0,2,70.6723480823838,0,141.26038685063176,1,0,0,0,2,0,0,0,1,1
0,8,94.62364885681332,0,741.1093221177788,1,0,0,0,1,2,2,0,1,1
0,1,20.91355094691721,1,20.91355094691721,2,0,1,0,3,1,1,1,1,1
0,37,80.09313729738885,0,3014.232542772618,1,1,1,0,2,0,0,1,1,1
0,5,90.91767725966676,0,450.5988880229865,1,0,0,0,2,0,1,0,1,1
1,64,82.33837107449521,2,5148.742781911305,0,0,1,0,1,1,1,2,1,1
0,18,19.503602585673466,1,363.4145233329391,2,0,1,0,2,1,1,1,1,1
0,14,96.82472395760475,0,1420.4834736777666,1,0,0,0,1,0,2,2,1,1
0,1,44.357516086063804,0,44.357516086063804,0,1,0,0,0,0,0,0,1,1
0,8,20.164346277625206,1,159.44204677160863,2,0,1,0,0,1,1,1,1,1
0,2,95.73105287543123,0,176.4286242543331,1,0,0,0,1,0,1,0,1,1
0,16,90.1235496638323,1,1421.1145206645854,0,0,0,0,1,1,2,0,1,1
0,1,20.1,1,20.1,2,0,1,0,3,1,1,1,1,1
0,1,44.275935311779406,0,44.275935311779406,0,0,0,0,3,0,0,0,1,1
0,1,80.43584468703904,0,80.43584468703904,1,0,0,0,2,0,2,0,1,1
0,2,70.1950789798003,0,131.55217879784107,1,0,0,0,1,0,0,0,1,1
0,16,77.5800054126644,0,1313.2506879131654,1,0,0,0,2,1,0,0,1,1
0,19,45.0866728150929,0,838.5199413958497,0,0,1,0,2,0,1,0,0,1
0,16,82.57619410786758,0,1321.2054151986981,1,1,0,0,0,0,0,0,1,1
0,20,74.59291807082138,0,1565.4468061897098,1,0,0,0,0,0,0,2,1,1
0,7,20.082200534456398,1,167.04768647664915,2,0,1,0,3,1,1,1,1,1
0,22,79.31289155377425,0,1730.1484725920354,1,0,0,0,2,0,0,1,1,1
0,44,96.08518498898145,0,4374.589027801132,1,0,0,0,1,0,2,0,1,1
0,2,49.76009056819812,0,90.47492013915056,0,0,0,0,1,2,2,0,0,1
0,8,94.11246773437036,0,775.702536152259,1,0,0,0,2,2,2,0,1,1
0,2,45.197267286752634,0,90.486888300983,0,0,0,0,2,0,0,0,1,1
0,4,79.50415478794794,0,314.3429794489273,1,0,0,0,2,0,0,0,1,1
0,3,42.462137827256626,0,135.3869285112244,0,0,0,0,3,0,0,0,0,1
0,10,76.8148131213038,0,837.8230858097362,1,0,0,0,1,0,0,0,1,1
0,37,105.54095191320371,0,4057.1762669536784,1,0,1,0,0,0,1,2,1,1
0,8,69.90191823932182,0,556.054441816107,1,0,0,0,2,0,0,0,1,1
0,1,70.81553618419677,0,70.81553618419677,1,0,0,0,3,0,0,0,1,1
0,2,80.41950844759171,0,185.6040868409165,1,0,0,0,2,0,0,0,1,1
0,2,21.356650253585055,0,52.08212918192051,1,0,0,0,1,0,0,0,0,1
0,35,99.03004125889963,0,3491.9300760765364,1,0,0,0,2,2,1,0,1,1
0,42,93.7672145567375,1,4054.3085817283995,1,0,0,0,1,0,1,1,1,1
0,2,75.57512927715014,0,158.71611606858983,0,0,0,0,2,0,0,0,1,1
0,14,85.74807059172919,0,1305.921441963924,1,0,0,0,2,1,2,0,1,1
0,1,20.157863660408985,1,20.157863660408985,2,0,1,0,3,1,1,1,1,1
0,1,35.45136210848592,0,35.45136210848592,0,0,0,0,0,0,0,0,0,1
0,10,95.96210159532868,1,1056.5532336380197,1,0,0,0,1,0,2,0,1,1
0,1,60.067853508547714,1,60.067853508547714,0,0,0,0,2,0,0,1,1,1
0,1,45.234540598841775,0,45.234540598841775,0,0,0,0,3,0,0,0,1,1
0,5,85.39460185235797,0,453.83132744112345,1,1,2,0,2,2,0,0,1,1
0,1,75.31252339493962,0,75.31252339493962,1,0,1,0,2,0,0,0,1,1
0,9,79.11072480445868,0,734.6382176322401,1,0,0,0,1,0,0,0,1,1
0,5,70.50611017551716,0,413.7487779648966,0,0,0,0,2,0,0,1,1,1
0,24,82.6835251134388,0,2017.8491858670152,1,0,1,0,0,0,0,1,1,1
0,38,83.93286952883156,0,3236.501909831129,1,0,1,0,1,2,0,2,1,1
0,60,105.59011734587537,0,6281.520509274568,1,1,0,0,2,2,2,2,1,1
0,26,86.40722928734128,0,2283.0448569558584,1,0,0,0,1,0,0,0,1,1
0,3,80.22116649303695,0,224.27548572617084,1,0,0,0,2,0,1,0,1,1
0,11,97.14054879380168,1,1120.6567581323002,1,0,1,0,0,0,2,0,1,1
0,4,74.57330585011947,0,300.8784797808123,0,0,0,0,2,0,0,0,1,1
0,47,65.55345925322547,0,3083.6672060871374,0,0,0,0,1,0,0,1,1,1
0,44,106.94183039137603,1,4708.360560397212,1,1,0,1,0,1,2,2,1,1
0,11,90.6295843672847,1,1091.1727090973873,1,0,0,0,2,1,0,0,1,1
0,4,80.34498012413125,0,342.695965104721,1,0,0,0,0,1,0,0,1,1
2,68,112.53482119721038,1,7844.649951088531,1,1,1,0,1,2,2,2,1,1
0,2,45.37034448829927,0,93.42969980310514,0,0,0,0,2,0,0,0,1,1
0,19,96.19212389553145,1,1869.8634093406051,1,0,0,0,2,0,1,0,1,1
0,21,83.19389541521856,0,1854.0617472628778,1,0,0,0,2,0,0,2,1,1
0,4,71.32958543791787,0,272.28195145972626,1,0,0,0,2,0,0,0,1,1
0,7,81.62438581709134,0,649.8587282221959,1,1,0,0,1,0,0,0,1,1
0,41,85.87790873838374,0,3541.797026683559,1,0,0,0,2,0,2,0,1,1
0,9,79.87862241983275,0,806.4783288996089,1,0,0,0,2,0,0,0,1,1
0,3,19.802777570865285,1,58.4610879369119,2,0,1,0,3,1,1,1,1,1
0,4,78.13158536086834,0,317.7920594046991,1,0,0,0,2,0,0,0,1,1
0,1,85.30291286145506,0,85.30291286145506,1,0,0,0,2,0,0,0,1,1
0,29,94.96536383921341,0,2865.71372908585,1,0,0,0,1,0,2,0,1,1
0,50,91.82959142755978,0,4527.269096045249,1,0,0,0,0,0,2,0,1,1
0,24,99.91752792124376,0,2442.2919177340755,1,0,0,0,2,0,2,2,1,1
0,58,102.76652345184098,0,5921.0914991112395,1,1,0,0,1,2,1,2,1,1
0,11,101.31926069858021,0,1141.4183832183305,1,1,0,0,2,0,2,1,1,1
0,11,102.80656401190366,1,1132.9730181842588,1,1,0,0,0,2,2,0,1,1
0,5,73.17389589823021,0,348.2459384853178,0,0,0,0,1,2,0,0,1,1
1,53,20.779387177989296,1,1022.3997349642162,2,0,1,0,0,1,1,1,1,1
0,17,34.866926570347395,0,600.5400203734706,0,0,0,0,1,2,0,1,0,1
0,31,74.5148601556321,0,2356.202407846935,1,1,0,0,1,0,0,0,1,1
0,1,78.96793646820122,0,78.96793646820122,1,0,0,0,2,0,2,0,1,1
0,14,79.98815559020348,0,1072.6187248918543,0,0,0,0,2,1,0,0,1,1
0,4,70.60617375029193,0,346.3462774060346,0,0,0,0,2,1,1,0,1,1
0,14,96.23146927473097,0,1419.343849422199,1,0,0,0,2,0,1,2,1,1
0,1,90.60242300303308,0,90.60242300303308,1,0,0,0,2,0,2,0,1,1
1,56,98.05673293373927,0,5478.240496310737,1,0,0,0,1,2,2,0,1,1
0,4,24.334545727378785,0,92.05521438135234,0,0,0,0,2,0,0,0,0,1
0,1,54.57080204044492,0,54.57080204044492,0,0,2,0,2,0,0,1,1,1
0,3,75.94582166246752,0,240.3101473911503,1,0,0,0,2,0,0,0,1,1
0,31,96.11228367893628,0,3042.0405041078834,1,0,0,1,2,2,2,0,1,1
0,2,75.64946522627983,0,147.64279905289632,1,0,0,0,1,0,0,0,1,1
0,2,72.726321360985,0,147.15,1,0,0,0,1,0,0,0,1,1
0,5,79.5004941999386,0,376.58739714654365,1,0,0,0,2,0,0,0,1,1
0,1,70.11437308324486,0,70.11437308324486,1,0,0,0,2,0,0,0,1,1
2,55,19.612702425389823,1,1068.5682760008272,2,0,1,0,1,1,1,1,1,1
0,13,71.0896686046553,0,914.3854176866763,1,0,0,0,1,0,0,0,1,1
0,9,67.03001841230625,0,606.943634899021,0,0,0,0,2,0,0,0,1,1
0,13,97.9267595455116,0,1230.511730188021,1,0,1,0,2,0,2,0,1,1
1,44,64.31371015578434,0,2790.7706181263084,0,0,1,0,1,1,0,0,1,1
0,9,35.431080526274236,0,329.87286516873166,0,0,0,0,2,0,0,0,0,1
0,8,83.28517157427893,0,666.2743708493025,1,0,1,0,1,0,1,0,1,1
1,65,104.19730717773196,2,6891.206077517681,1,0,0,0,1,0,2,2,1,1
0,66,102.60104779641752,1,6875.566930647432,1,1,0,0,2,0,2,2,1,1
0,18,77.76249360461135,0,1463.482425241006,1,1,0,0,1,0,0,1,1,1
0,8,62.577880924827504,1,541.2672307476449,0,0,1,0,3,1,1,0,0,1
1,44,88.12347447887511,0,3912.906044273686,0,1,0,0,2,0,0,1,1,1
0,13,50.85145542858203,0,712.1762520590534,0,0,0,0,1,1,1,0,0,1
0,28,104.23084680960129,0,2851.2512082513585,1,0,1,0,2,0,2,1,1,1
0,1,50.776781598363215,0,50.776781598363215,0,0,0,0,3,0,0,0,1,1
0,2,77.25218214410039,0,160.3686188308423,1,0,0,0,2,1,0,0,1,1
0,2,72.34256855678042,0,133.5532591537092,1,0,0,0,1,0,0,0,1,1
0,2,47.89209360128638,0,117.12631147118839,0,0,0,0,2,0,0,1,1,1
0,2,44.52930048481081,0,77.45480640483784,0,0,0,0,2,0,0,0,1,1
0,4,75.46909355715032,0,321.14743035125264,1,0,0,0,2,0,0,0,1,1
0,2,76.57311538099897,0,151.84793964396894,1,0,0,0,2,1,0,0,1,1
0,30,65.83248192422067,1,1992.2348368141268,0,0,1,0,1,1,0,0,1,1
1,51,97.40347316385301,1,4997.379857610125,1,0,0,0,0,2,0,0,1,1
0,8,20.216841755269847,1,177.71525487471973,2,0,1,0,2,1,1,1,1,1
0,17,83.99600260014813,0,1449.9898804054274,1,0,0,0,2,0,0,1,1,1
0,4,73.88455710144576,0,325.0170771518701,1,0,0,0,2,1,0,0,1,1
0,58,97.0735340075112,0,5687.594076573196,1,1,0,0,0,1,2,0,1,1
0,2,54.96751717422188,1,103.34800048689137,0,0,0,0,1,0,0,2,1,1
0,51,94.75201678281705,0,4829.650780353358,1,0,1,0,2,0,2,1,1,1
0,38,97.78065391287988,0,3769.762454395313,1,0,0,0,0,1,2,0,1,1
0,37,106.41977957322143,0,4056.5791167022267,1,0,1,0,0,0,1,1,1,1
0,44,74.44964136888014,0,3316.319403337168,0,1,0,1,0,0,0,0,1,1
0,1,79.64575810150839,0,79.64575810150839,1,0,0,0,2,0,2,0,1,1
0,16,64.45306982462473,0,994.281703731725,0,0,0,0,2,1,0,0,1,1
0,45,101.79735899434868,0,4540.03055172865,1,1,1,0,2,2,2,1,1,1
0,7,49.63317830338836,0,360.77992267454397,0,0,1,0,2,0,0,0,1,1
0,66,103.8209932371627,1,6985.84590288889,1,1,0,0,1,2,2,0,1,1
0,5,85.3977006954439,1,425.85976217026814,1,0,0,0,1,0,0,0,1,1
0,1,51.16848551930165,1,51.16848551930165,0,0,0,0,2,0,0,0,1,1
0,8,101.18619174868829,0,842.7889287712669,1,0,0,0,2,2,2,2,1,1
0,49,86.6974743577014,0,4367.58346582531,1,0,0,0,2,0,0,1,1,1
0,29,37.215459467806795,2,1074.6286100254076,0,0,1,0,0,0,0,0,0,1
0,22,57.779664095929725,0,1251.0641538528216,0,0,1,0,1,0,0,2,0,1
0,10,34.388102623047246,0,331.29112581584263,0,0,0,0,2,0,0,0,0,1
0,2,47.1620087687169,0,92.22845452904276,0,0,0,0,1,0,0,1,1,1
0,1,45.76119325367668,0,45.76119325367668,0,0,0,0,2,0,0,0,1,1
0,29,97.635660531155,0,2841.106003984705,1,1,2,1,2,0,2,2,1,1
0,50,93.897784945068,0,4751.030582038065,1,0,1,0,0,2,2,0,1,1
0,1,74.92947269947423,0,74.92947269947423,1,0,0,0,2,0,0,0,1,1
0,4,82.17946036109349,0,338.0270292996779,1,0,0,0,1,0,1,0,1,1
0,1,45.444924701241625,0,45.444924701241625,0,0,0,0,3,0,0,0,1,1
0,4,84.51747768971966,0,418.0949307619347,1,0,0,0,2,0,2,0,1,1
0,4,79.43390341970795,0,324.08066043280377,1,0,0,0,1,0,0,0,1,1
0,15,47.09733311850865,0,677.617077736272,0,0,0,0,2,0,0,0,0,1
0,1,50.223319586310794,0,50.223319586310794,0,0,0,0,1,0,0,0,1,1
0,1,81.66259546579923,0,81.66259546579923,1,0,0,0,2,0,0,0,1,1
0,1,70.5958763337966,0,70.5958763337966,1,0,0,0,2,0,0,0,1,1
0,22,83.2940761455023,0,1857.1030011231635,1,0,0,0,2,0,0,2,1,1
0,2,48.249239157143066,0,116.61893802278883,0,0,0,0,2,0,0,1,1,1
0,5,90.69154784336268,0,480.1778779015383,1,0,0,0,2,0,2,0,1,1
0,7,71.42444477099738,0,470.8177889676945,1,0,0,0,3,0,0,0,1,1
0,22,90.85635781254567,1,1941.4305058304776,1,0,0,0,1,0,2,0,1,1
0,2,87.93528699200817,0,179.8914396605132,1,0,0,0,2,1,0,0,1,1
0,1,20.15,1,20.15,2,0,1,0,3,1,1,1,1,1
0,1,69.85,0,69.85,1,0,0,0,2,0,0,0,1,1
0,1,45.33245967141449,0,45.33245967141449,0,0,0,0,3,0,0,0,1,1
0,17,57.79926688672713,0,991.0294843723459,0,0,0,0,1,1,0,0,1,1
0,1,20.14192459169215,1,20.14192459169215,2,0,1,0,3,1,1,1,1,1
1,19,100.76483580257089,2,1878.1033168277067,1,1,0,1,1,0,2,0,1,1
0,1,69.79114919025209,0,69.79114919025209,1,0,0,1,1,0,0,0,1,1
0,1,79.22355132215354,0,79.22355132215354,1,0,0,0,2,0,2,0,1,1
0,15,100.11499049481083,0,1530.20264127455,1,0,0,0,2,0,2,0,1,1
0,35,86.9624112527682,0,3131.097673352592,1,1,0,0,1,0,0,0,1,1
0,11,74.95,0,819.4088071999041,1,0,0,0,2,0,0,1,1,1
0,48,98.14262581015458,0,4818.281278813942,1,0,0,0,1,0,2,0,1,1
0,24,90.03550087202483,0,2243.545090177935,1,0,0,0,1,0,2,0,1,1
0,3,74.51630152187741,0,261.0674928415416,0,0,0,0,1,0,2,0,1,1
0,1,24.786308256133285,0,24.786308256133285,0,0,0,0,2,0,0,0,0,1
0,34,92.46174287598456,0,3203.4995498908665,1,0,1,0,1,0,1,0,1,1
0,56,96.02252556748226,0,5427.034153321692,1,0,0,0,0,2,0,2,1,1
0,7,72.31600667237258,0,546.6409858212082,1,0,0,0,2,0,0,0,1,1
0,32,98.12507637377438,0,3208.1182103355304,1,1,1,0,1,0,1,0,1,1
0,30,78.03141871047967,0,2269.560852363024,1,0,0,0,0,0,0,2,1,1
0,66,87.8657099032684,0,5921.107618734173,1,1,0,0,1,1,0,2,1,1
0,1,75.04996945712902,0,75.04996945712902,1,0,0,0,2,0,0,0,1,1
0,39,95.19224545428148,1,3769.7486743438963,1,1,2,0,2,1,0,0,1,1
0,8,50.613514205668174,0,417.74620457545007,0,0,0,0,2,0,2,0,0,1
0,17,91.52755919377073,0,1527.809509676175,1,0,0,0,1,0,2,1,1,1
0,4,82.79668893527074,0,341.0267235018299,1,0,0,0,2,0,1,0,1,1
0,22,78.32612300638257,0,1770.9632312697931,1,0,0,0,2,0,0,0,1,1
0,2,79.28642311838856,0,147.65634055271516,1,0,0,0,2,1,0,0,1,1
0,11,79.81339757909605,0,927.7801058050848,1,0,1,0,2,0,0,0,1,1
0,13,79.88640856792163,0,972.0962657692277,1,0,0,0,2,2,0,2,1,1
0,1,79.05876283813265,0,79.05876283813265,1,0,0,0,2,0,2,0,1,1
0,29,79.12198723315691,0,2278.5873454183084,1,0,0,0,1,0,0,2,1,1
0,36,28.830089952137595,1,973.5006950102562,0,0,0,0,0,0,0,0,0,1
0,48,97.67919426801956,0,4749.691882940101,1,1,0,0,1,0,2,1,1,1
0,12,100.40499936099725,0,1209.3984148643945,1,0,0,0,2,0,2,1,1,1
0,12,80.31798621823351,0,950.0370893756925,1,0,0,0,1,0,0,0,1,1
0,6,84.41451900207838,0,581.9002410867122,1,0,0,0,2,0,2,0,1,1
0,3,19.757288937114158,1,59.20715791859371,2,0,1,0,2,1,1,1,1,1
0,3,84.04755050535093,1,267.12597763291967,1,0,0,0,2,0,1,0,1,1
