TotalCharges,MonthlyCharges,tenure,Contract,OnlineSecurity,TechSupport,InternetService,DeviceProtection,OnlineBackup,Churn
196.8102489048663,47.10623441992015,4,0,0,0,0,0,0,1
94.69455969895289,94.69455969895289,1,0,0,0,1,0,0,1
3140.2020315657733,93.13594732783073,32,0,0,0,1,0,0,1
44.69101960412253,44.69101960412253,1,0,0,0,0,0,0,1
810.342863239241,52.110806493518865,15,0,0,1,0,0,0,1
1098.7015621515934,92.0446871980476,11,0,0,1,1,2,0,1
1115.9214914499526,87.02757113719663,12,0,0,0,1,1,2,1
3598.2398436346675,105.67154022189736,34,0,1,0,1,1,2,1
74.08780509693631,74.08780509693631,1,0,0,0,1,0,0,1
3560.5034305178956,107.37169303386155,34,0,0,0,1,2,2,1
3233.5299695221124,83.9451598408807,37,0,1,0,1,2,2,1
521.4422538319318,75.42633186267447,7,0,0,1,0,0,0,1
192.01563455315494,91.47781283923327,2,0,0,1,1,1,0,1
20.21668072932109,20.21668072932109,1,0,1,1,2,1,1,1
85.00909714628402,44.98055724538419,2,0,0,0,0,0,0,1
937.5761037790251,63.15596278640752,14,0,1,0,0,0,1,1
2135.6821409813942,76.9276177362745,27,0,0,0,0,1,0,1
1196.3416576291802,77.97023192421406,15,0,0,0,1,0,0,1
356.8965441297681,75.8631222772122,5,0,0,0,1,0,0,1
2233.8419394824145,86.7610025520242,25,0,0,0,1,0,0,1
344.7590445503314,37.330766240950084,10,0,0,0,0,0,1,1
20.2,20.2,1,0,1,1,2,1,1,1
1452.757523662637,80.61543985238744,18,0,0,0,1,0,1,1
1146.1746189115754,75.04951862514777,15,0,0,0,1,0,0,1
168.15,52.89619763095576,3,0,0,0,0,2,0,1
1559.9333795699613,54.97033316829321,28,0,0,1,0,0,0,1
73.51843535854324,73.51843535854324,1,0,0,0,1,1,0,1
2753.171862311762,87.99115636263906,31,0,0,0,1,0,0,1
695.4704356608505,53.411784658147,12,0,0,0,0,0,0,1
901.264054666605,44.00567560863029,21,1,0,0,0,1,1,1
71.19780106225096,71.19780106225096,1,0,0,0,1,0,0,1
68.35672878947298,24.09153120492754,3,0,0,0,0,0,0,1
2565.2009747324696,77.01743596907312,34,0,0,0,0,0,0,1
6982.086476214569,105.65419093302344,65,0,0,0,1,2,1,1
69.62638590979185,69.62638590979185,1,0,0,0,1,0,0,1
5300.95611767405,79.56817241171363,67,1,2,0,0,2,0,1
666.2158794110765,98.17129660411773,7,0,0,0,1,1,0,1
1219.0381367382793,82.82582241747313,14,0,0,0,1,0,1,1
414.1967448217719,82.4572879457416,5,0,0,0,1,1,0,1
20.064765073878593,20.064765073878593,1,0,1,1,2,1,1,1
4515.419707153499,92.93999382586294,48,0,0,0,1,2,0,1
1234.3118844550931,92.06250380836708,13,0,0,0,1,0,0,1
529.0817559330118,71.11324131131113,7,0,0,0,1,0,0,1
281.92336241938494,50.213973796636814,6,0,0,2,0,0,0,1
796.5284658298691,74.25608636548561,10,0,0,0,1,0,0,1
524.0818932321586,90.35811380504563,6,0,0,0,1,0,2,1
307.4465132183794,28.144159043061517,12,0,0,0,0,0,1,1
222.74534447970146,28.34606402530727,8,0,0,0,0,1,0,1
146.97185239911641,71.94274982533216,2,0,1,0,0,0,0,1
2260.0670517228637,90.76825834612707,24,0,0,0,1,1,1,1
1009.7815493841034,97.69314370681484,10,0,1,0,1,0,0,1
70.50557561061606,70.50557561061606,1,0,0,0,1,0,0,1
149.32862143779454,70.5452414291863,2,0,0,0,1,0,0,1
319.9972768374277,80.48483615801953,4,0,0,1,1,1,0,1
25.05073466943275,25.05073466943275,1,0,0,0,0,0,0,1
110.40560958959801,54.05850172676956,2,0,1,0,0,0,2,1
167.56474756357397,94.19323532917885,2,0,0,1,1,0,0,1
2512.2862424977907,99.05343937555227,24,0,0,0,1,2,2,1
4516.540010418226,88.18853124398379,50,0,0,0,1,1,0,1
75.38935653791177,75.38935653791177,1,0,0,0,1,0,0,1
4236.902274144178,99.89381246431758,41,0,0,0,1,1,0,1
4377.598360100462,88.20466898952785,49,0,0,0,1,0,2,1
70.40099238211279,70.40099238211279,1,0,0,0,1,0,0,1
1856.376365106337,84.90773763922165,21,0,0,0,1,0,1,1
74.99809677198705,74.99809677198705,1,0,0,0,1,0,0,1
20.15,20.15,1,0,1,1,2,1,1,1
2500.910162081878,100.64220745141506,24,0,0,0,1,2,2,1
422.20632585211376,85.19829612016873,5,0,0,0,1,2,1,1
342.11028577558756,78.51349022654347,4,0,0,0,0,0,0,1
829.3154167785556,100.28703952345862,8,0,0,0,1,0,0,1
489.16456449702264,85.30682488190259,6,0,0,0,1,0,2,1
2516.4487844650785,95.28657475979125,27,0,0,0,1,1,0,1
368.0000087771515,90.10846944386905,4,0,0,0,1,0,2,1
1116.483082371809,96.28146208002588,12,0,0,0,1,1,0,1
873.4613928721998,46.551268606023925,19,0,0,0,0,1,0,1
812.581813732778,85.32352337302267,9,0,0,0,1,0,0,1
75.24688343340827,75.24688343340827,1,0,1,0,1,0,0,1
3022.3157626634934,91.64418171076285,32,0,0,0,1,1,1,1
525.4295944939446,79.01825158764049,7,0,0,0,0,0,0,1
1425.7010427651833,94.64113488134134,15,0,1,0,1,0,2,1
502.9480955931683,85.15292383120335,5,0,0,0,1,0,1,1
1547.8806487364577,97.23565289758785,16,0,0,0,1,1,2,1
78.95033840642887,78.95033840642887,1,0,0,0,1,0,0,1
83.44636638617814,23.78311498549148,3,0,0,0,1,1,0,1
179.13637426505173,19.89645874163793,9,0,1,1,2,1,1,1
741.6767749994348,79.55033471371165,9,0,0,0,0,1,1,1
50.11941216539678,50.11941216539678,1,0,0,0,0,1,0,1
20.548820251767726,20.548820251767726,1,0,1,1,2,1,1,1
167.23704544207357,56.04856060467484,3,0,0,0,0,1,1,1
1231.29770278429,93.75406905176052,13,0,0,0,1,0,0,1
331.9470148434875,81.48522374958,4,0,0,0,1,1,2,1
2351.433458148819,92.74977406452294,25,0,0,0,1,0,0,1
3111.290253061389,94.28795898981676,33,0,0,0,1,0,0,1
75.09671525705228,75.09671525705228,1,0,0,0,1,0,0,1
150.04707637264283,70.44106618327308,2,0,0,0,1,0,0,1
267.6480882489202,70.10159229302899,4,0,0,0,1,0,0,1
672.767378424297,87.34416528078934,7,0,0,0,1,0,0,1
2384.592510038271,80.18125455525461,28,0,0,0,1,0,0,1
793.8074822139719,79.06005410444692,10,0,0,0,1,0,0,1
123.84760109912531,43.39736865754001,3,0,0,0,0,0,0,1
24.481854248731626,24.481854248731626,1,0,0,0,0,0,0,1
20.252168024608945,20.252168024608945,1,0,1,1,2,1,1,1
1534.7809439112027,92.47474425359823,16,0,1,0,1,1,0,1
1383.988612762678,112.7247485190319,12,0,0,1,1,2,2,1
1265.563204211621,90.48402226827754,14,0,0,0,1,0,0,1
165.4753849727398,78.18242489471531,2,0,0,0,1,1,1,1
1423.9478158933834,70.98765789631408,19,0,0,0,0,0,2,1
4834.71146200902,96.8366640749964,50,1,2,0,1,0,2,1
1720.1531175558773,47.53858866669511,37,0,2,0,0,1,1,1
220.20649430954083,85.37392252629431,3,0,0,0,1,2,0,1
4351.946855658346,82.88304563660911,52,0,0,0,1,0,2,1
5765.804051247556,104.57893595576202,54,0,1,0,1,2,2,1
268.07612946640353,70.13111237699336,4,0,0,0,1,0,0,1
6878.489219800336,101.50618117134508,66,0,0,2,1,0,0,1
1048.5984618886334,105.98544351505384,10,0,1,1,1,2,1,1
813.7728905663412,66.80325738840158,12,0,0,0,0,0,1,1
340.34318529047647,82.20855815347917,4,0,0,0,1,0,0,1
24.8,24.8,1,0,0,0,0,0,0,1
1771.6312603436152,88.3452522528357,19,0,0,0,1,0,1,1
334.5418316728806,75.0585896637957,4,0,0,0,1,0,0,1
1711.1076269618982,75.28612044719235,23,0,0,0,1,0,0,1
151.66004274112942,76.53373693625412,2,0,0,0,1,2,0,1
24.30155606549764,24.30155606549764,1,0,0,0,0,0,0,1
2165.087247556167,89.85156831815438,23,0,0,0,1,1,0,1
740.2952625678166,68.65286453433644,10,0,0,0,0,0,0,1
5363.903762533084,88.85172144189858,62,1,1,1,0,1,2,1
2510.77738185888,95.94611081016171,26,0,0,0,1,2,2,1
80.15210329394716,80.15210329394716,1,0,0,0,1,0,0,1
571.687277791565,96.21674200759848,6,0,0,0,1,2,0,1
397.4610878117419,95.02795516476631,4,0,0,2,1,1,0,1
3041.444326431146,97.92243482259249,31,0,0,0,1,2,0,1
480.50603450248457,76.06753766558587,6,0,0,0,1,0,0,1
269.656125502818,73.71274573400814,3,0,0,0,1,0,0,1
6407.801054373785,100.84492423281763,62,1,0,0,1,2,0,1
75.20563135744293,75.20563135744293,1,0,0,0,1,0,2,1
1116.468576850173,88.08530141599249,12,0,0,0,1,0,2,1
2703.5005104262927,96.36310483656672,27,0,0,0,1,2,0,1
696.0119704416488,54.492878898745694,11,0,0,0,0,0,0,1
69.1,69.1,1,0,0,0,1,0,0,1
54.19603537617574,54.19603537617574,1,0,0,0,0,0,0,1
1911.835432931774,92.41987842705359,22,0,0,0,1,2,0,1
79.49250314570105,79.49250314570105,1,0,0,0,1,0,0,1
1417.2464011450377,100.32329201287514,14,0,0,0,1,0,2,1
98.47366954082976,45.13965589104026,2,0,0,0,0,0,0,1
1899.774114275602,92.32628589546495,20,0,0,0,1,0,0,1
994.5865537695738,65.2860355905847,15,0,1,0,0,0,0,1
89.56378055857037,89.56378055857037,1,0,0,0,1,0,0,1
656.9535525188259,76.45893253603234,9,0,0,0,1,2,0,1
45.807285528445725,45.807285528445725,1,0,0,0,0,0,0,1
1775.7235845859977,88.20751202374937,19,0,0,0,1,0,1,1
75.35944947482855,75.35944947482855,1,0,0,0,1,0,0,1
829.358608877687,105.40760428577993,8,0,0,0,1,2,1,1
4139.671154468849,95.87556548112563,44,0,1,1,1,2,0,1
95.6370229108412,95.6370229108412,1,0,0,0,1,0,0,1
2709.8211419987224,91.53792798831107,28,0,0,0,1,1,0,1
45.07967804676894,45.07967804676894,1,0,0,0,0,0,0,1
1047.0919606524187,54.54689431543251,19,0,0,1,0,1,0,1
915.09520453261,76.09836592766717,13,0,0,0,1,0,0,1
79.04529445919057,79.04529445919057,1,0,0,0,1,0,0,1
652.2554844240268,73.44180680188363,9,0,0,1,0,2,0,1
325.2737058488451,72.92038046515353,4,0,0,0,1,1,0,1
492.2644862607168,95.47307155064276,5,0,0,0,1,1,0,1
1742.0518997509707,79.20844476107698,22,0,1,1,0,0,0,1
321.8636135274445,74.69469836268806,4,0,0,0,1,0,0,1
69.87392701806392,69.87392701806392,1,0,0,0,1,0,0,1
5081.773182836616,106.03532753777579,48,1,0,0,1,1,2,1
231.41871140506484,58.756143299192274,4,0,0,1,0,0,0,1
261.19341499731706,70.46880365766583,3,0,0,0,0,0,1,1
70.6593146113919,39.02324920149022,2,0,1,0,0,0,1,1
69.0577496763058,69.0577496763058,1,0,0,0,1,0,0,1
2650.6587759264967,97.44494556875564,28,0,1,0,1,0,0,1
548.4841143472498,77.90064532929547,6,0,0,0,1,1,0,1
3468.391082809563,102.90277125533802,33,0,1,0,1,1,0,1
145.73461090618858,19.608728671886812,6,0,1,1,2,1,1,1
2644.1396137645456,75.93358836585072,37,0,0,0,0,0,0,1
1710.6563581410326,75.08131881702077,22,0,0,0,1,0,0,1
712.6944134151623,50.96692325790301,13,0,0,0,0,1,0,1
83.66832822252445,45.271326409573014,2,0,0,0,0,0,0,1
74.65166415209775,74.65166415209775,1,0,0,0,1,2,0,1
2467.7860303388106,88.93206488023074,27,0,1,0,1,0,1,1
586.7160818733153,83.85508216210955,7,0,0,0,1,1,0,1
1802.8594046007656,88.18777661726924,20,0,0,0,1,0,0,1
2013.5524254725979,95.75683874248358,20,0,0,1,1,1,0,1
2275.5833724185804,89.81861480575347,25,0,0,0,1,0,1,1
5765.048843697359,106.42798764902147,53,1,2,0,1,0,2,1
181.51430989159698,85.70723956638793,2,0,0,0,1,0,0,1
6402.6630260454385,104.97180075981133,61,1,0,0,1,2,1,1
1843.1748314628417,98.13433086805497,20,0,0,0,1,1,0,1
141.69489580631657,70.06146591203819,2,0,0,0,1,0,0,1
4428.613974814261,102.83994861993594,42,0,0,0,1,1,1,1
2257.3293156862264,90.89791369807274,24,0,0,0,1,2,1,1
499.0810901762186,82.91779120770885,6,0,0,0,1,1,0,1
1262.7756620368991,84.18383438268114,15,0,0,1,1,1,0,1
3019.479882756164,93.98910209205827,31,0,0,0,1,1,1,1
455.2922432677364,91.08516103393052,5,0,0,0,1,0,0,1
947.524556494978,78.23697946193663,12,0,0,0,1,0,0,1
69.56194960382523,69.56194960382523,1,0,0,0,1,0,0,1
222.58093562996726,46.6986730858361,5,0,0,0,0,0,0,1
534.4073684069959,50.23615246160986,11,0,0,1,0,1,0,1
896.4155483717961,73.18047516057386,13,0,0,0,0,0,0,1
25.195092859450256,25.195092859450256,1,0,0,0,0,0,0,1
168.91663933677162,94.05199290511341,2,0,0,1,1,0,0,1
5436.4601425475685,93.71437901500784,58,0,0,0,1,2,2,1
184.9408546339287,81.8050069163115,2,0,0,0,1,0,0,1
547.2551481798165,91.4042784631722,6,0,0,0,1,0,0,1
69.83207107692375,69.83207107692375,1,0,0,0,1,0,0,1
671.6921874022023,94.54548398316855,7,0,1,0,1,0,2,1
3229.741597448059,86.3881287484478,37,0,1,0,1,2,2,1
2285.4107077209455,85.99721248836582,26,0,0,0,1,0,0,1
3011.6110079254877,80.40660268589738,37,0,1,0,1,0,2,1
523.4643687109676,84.28498955963006,6,0,0,0,1,0,1,1
5271.702750695941,92.56650030870462,59,0,0,0,0,2,2,1
5582.68965754752,97.09653590955622,57,0,0,0,1,0,0,1
347.3093628209004,99.05692701160693,4,0,1,0,1,0,0,1
1244.1776315762918,96.27000146702545,13,0,1,0,1,0,1,1
5581.0492227072045,96.42576004995566,57,0,0,0,1,0,0,1
3186.2003888293975,89.4044583463901,36,0,2,0,0,0,0,1
2703.30380574912,84.58677272935967,31,0,0,0,1,0,0,1
90.77724745618359,90.77724745618359,1,0,0,0,1,0,0,1
7133.314739426509,106.32340929933733,68,1,1,1,1,2,0,1
1903.5682678422427,86.17954733423977,22,0,0,1,1,1,1,1
854.059511409318,89.26621381317533,9,0,0,0,1,0,0,1
834.5185585351065,81.30885106699864,10,0,0,0,1,0,0,1
522.703736069451,81.90521645942088,6,0,0,0,1,0,0,1
2086.3540775949728,97.84410906719005,22,0,0,0,1,0,0,1
89.9030503916003,89.9030503916003,1,0,0,0,1,0,0,1
1540.9909278981413,87.26600019604501,17,0,1,0,1,1,0,1
5939.669366114967,91.61173148351929,65,0,0,0,1,0,2,1
3550.813277790072,101.40230637575215,36,0,0,0,0,2,2,1
1146.6601571688802,69.58055200604268,17,0,0,0,1,0,0,1
1422.835775564927,87.0333574943944,16,0,0,0,0,2,0,1
269.9135884801547,84.89496210672792,3,0,0,2,1,0,0,1
582.373371404612,87.7674965490456,6,0,0,0,1,1,0,1
2257.0233856128466,92.16903160859495,24,0,0,0,1,2,1,1
77.68201727293267,77.68201727293267,1,0,0,0,1,0,0,1
20.10930679488767,20.10930679488767,1,0,1,1,2,1,1,1
44.43342176504664,44.43342176504664,1,0,0,0,0,0,0,1
227.5156842298816,75.87722349198752,3,0,0,0,1,0,0,1
400.06462095394573,87.4811118825691,4,0,0,1,1,0,1,1
971.7592339256166,97.45117209520626,10,0,1,0,1,0,0,1
69.99654962036936,69.99654962036936,1,0,0,0,1,0,0,1
4362.590005272829,95.4634335954084,44,0,0,0,1,0,0,1
69.6,69.6,1,0,0,0,1,0,0,1
5321.984455724057,95.20293311480327,56,0,2,0,0,2,0,1
6846.070918139733,100.06761500670555,67,0,0,0,1,0,1,1
3113.8185427328267,85.83507814953737,35,0,1,1,0,1,0,1
6132.193306627214,99.97225302122136,60,1,0,0,1,2,0,1
740.5208493022946,73.03318123100942,9,0,0,0,1,0,0,1
36.32552294646287,22.828660625240094,2,0,0,0,0,0,0,1
1741.4993406328992,80.1171502025406,21,0,1,1,0,0,0,1
152.58829477516534,79.24662002143045,2,0,0,0,1,0,0,1
4759.803909455274,86.48641592252514,55,2,0,0,0,2,1,1
357.17730698459,90.23524953998351,4,0,0,0,1,0,2,1
19.628738590728116,19.628738590728116,1,0,1,1,2,1,1,1
6137.283661732512,100.25880391330958,62,1,0,0,1,0,2,1
314.2898522703429,97.54197295657724,3,0,0,1,1,0,2,1
1235.045925513609,83.83752614247805,14,0,0,0,1,0,0,1
331.90003374079055,70.250047702497,5,0,0,0,1,0,0,1
69.41248487427234,69.41248487427234,1,0,0,0,1,0,0,1
5259.408524607609,100.6949518671962,54,0,0,0,1,1,2,1
3187.6334195600175,99.92814623199962,31,0,0,0,1,0,1,1
91.13634447998734,49.01634770371541,2,0,0,0,0,0,1,1
993.9068049415638,66.3882524240663,15,0,0,0,0,0,0,1
2765.1507692712707,83.56293910374539,32,0,0,0,1,0,0,1
2103.660827363355,96.02208197671288,22,0,0,2,1,1,1,1
4529.784750100995,110.61358335971937,41,0,0,2,1,2,1,1
878.372402095712,49.543073036194336,18,0,0,0,0,1,0,1
74.0511396367484,74.0511396367484,1,0,0,0,1,0,0,1
155.66738199919715,80.460751099157,2,0,0,0,1,2,0,1
69.76121467416425,69.76121467416425,1,0,0,0,1,0,0,1
69.68369528081966,69.68369528081966,1,0,0,0,1,0,0,1
1762.9728116709437,84.11865980351719,21,0,0,0,1,1,0,1
605.4881880287293,78.86939070231621,7,0,2,0,1,0,0,1
366.9589011680633,90.72620671522178,4,0,0,0,1,0,2,1
1295.5739286637838,91.79349276436538,13,0,0,0,1,0,0,1
165.92640773302807,76.74262146764117,2,0,0,0,1,0,0,1
19.790838973325283,19.790838973325283,1,0,1,1,2,1,1,1
140.20056158866933,70.74540349193916,2,0,0,0,1,0,0,1
524.46684057896,79.67094100815777,7,0,0,0,1,0,0,1
92.57257475406357,47.49601460992236,2,0,1,0,0,0,0,1
44.49832662007632,44.49832662007632,1,0,0,0,0,0,0,1
319.18785399309377,80.67646506604949,4,0,0,1,1,1,0,1
524.3173207665101,78.0958164724422,7,0,0,0,1,0,0,1
450.2034410332333,94.66145084424664,5,0,0,0,1,0,0,1
1207.7066623061994,90.41886699990782,13,0,0,1,1,0,1,1
300.1995273680652,40.73541529187379,7,0,0,0,0,0,0,1
214.20126455659937,74.3563981242709,3,0,0,0,1,0,0,1
2379.247118884461,81.51048256263587,28,0,0,0,1,0,0,1
201.57955408757863,47.65626793158368,4,0,0,0,0,0,0,1
1025.1258258032835,75.61278017866323,13,0,0,0,1,1,0,1
730.5014898766897,92.19969240078619,8,0,0,0,1,2,0,1
310.80272196843487,98.86844040207745,3,0,0,1,1,0,1,1
251.3721427800225,96.8504988147872,2,0,0,0,1,2,0,1
604.0623961887572,81.29590751274291,7,0,1,0,1,0,0,1
222.81374576012215,47.39932159605091,4,0,0,0,0,0,0,1
1050.8817332798883,90.82242649277741,12,0,0,0,1,0,1,1
209.72591060122775,73.85531353834408,3,0,0,0,1,0,0,1
671.2973530360143,104.98993008848835,6,0,0,1,1,1,2,1
75.15228769191378,75.15228769191378,1,0,0,0,1,2,0,1
288.1338439217879,19.959754917541805,15,0,1,1,2,1,1,1
2280.4012741980223,90.11596460870996,25,0,0,0,1,0,2,1
396.23944187638193,97.29760486206054,4,0,0,1,1,1,0,1
3116.570501700602,85.7500286450145,35,0,1,1,0,1,0,1
485.6935152643752,93.26798699330817,5,0,0,0,1,1,0,1
141.26038685063176,70.6723480823838,2,0,0,0,1,0,0,1
741.1093221177788,94.62364885681332,8,0,0,0,1,2,0,1
20.91355094691721,20.91355094691721,1,0,1,1,2,1,1,1
3014.232542772618,80.09313729738885,37,0,1,0,1,0,1,1
450.5988880229865,90.91767725966676,5,0,0,0,1,0,0,1
5148.742781911305,82.33837107449521,64,1,1,2,0,1,2,1
363.4145233329391,19.503602585673466,18,0,1,1,2,1,1,1
1420.4834736777666,96.82472395760475,14,0,0,0,1,0,2,1
44.45536863290272,44.45536863290272,1,0,0,0,0,0,0,1
176.4286242543331,95.73105287543123,2,0,0,0,1,0,0,1
25.400118781111537,25.400118781111537,1,0,0,0,0,0,0,1
1421.1145206645854,90.1235496638323,16,0,0,1,0,1,0,1
20.1,20.1,1,0,1,1,2,1,1,1
44.42481293764412,44.42481293764412,1,0,0,0,0,0,0,1
80.66415531296096,80.66415531296096,1,0,0,0,1,0,0,1
131.55217879784107,70.1950789798003,2,0,0,0,1,0,0,1
1313.2506879131654,77.5800054126644,16,0,0,0,1,1,0,1
838.5199413958497,45.0866728150929,19,0,1,0,0,0,0,1
1321.2054151986981,82.57619410786758,16,0,0,0,1,0,0,1
1565.4468061897098,74.59291807082138,20,0,0,0,1,0,2,1
167.04768647664915,20.082200534456398,7,0,1,1,2,1,1,1
1730.1484725920354,79.31289155377425,22,0,0,0,1,0,1,1
4374.589027801132,96.08518498898145,44,0,0,0,1,0,0,1
90.47492013915056,49.76009056819812,2,0,0,0,0,2,0,1
775.702536152259,94.11246773437036,8,0,0,0,1,2,0,1
90.486888300983,45.197267286752634,2,0,0,0,0,0,0,1
314.3429794489273,79.50415478794794,4,0,0,0,1,0,0,1
135.3869285112244,42.462137827256626,3,0,0,0,0,0,0,1
837.8230858097362,76.8148131213038,10,0,0,0,1,0,0,1
4057.1762669536784,105.54095191320371,37,0,1,0,1,0,2,1
556.054441816107,69.90191823932182,8,0,0,0,1,0,0,1
70.56407730263386,70.56407730263386,1,0,0,0,1,0,0,1
185.6040868409165,80.41950844759171,2,0,0,0,1,0,0,1
52.08212918192051,21.356650253585055,2,0,0,0,1,0,0,1
3491.9300760765364,99.03004125889963,35,0,0,0,1,2,0,1
4054.3085817283995,93.7672145567375,42,0,0,1,1,0,1,1
158.93344586574534,75.58830078000805,2,0,0,0,1,0,0,1
1305.921441963924,85.74807059172919,14,0,0,0,1,1,0,1
20.142136339591012,20.142136339591012,1,0,1,1,2,1,1,1
35.40489392960455,35.40489392960455,1,0,0,0,0,0,0,1
1056.5532336380197,95.96210159532868,10,0,0,1,1,0,0,1
60.067853508547714,60.067853508547714,1,0,0,1,0,0,1,1
45.06636485028955,45.06636485028955,1,0,0,0,0,0,0,1
455.22551988620836,90.4136946546636,5,0,0,0,1,0,1,1
75.33757018481887,75.33757018481887,1,0,1,0,1,0,0,1
734.6382176322401,79.11072480445868,9,0,0,0,1,0,0,1
413.7487779648966,70.50611017551716,5,0,0,0,0,0,1,1
2017.8491858670152,82.6835251134388,24,0,1,0,1,0,1,1
3236.501909831129,83.93286952883156,38,0,1,0,1,2,2,1
6281.520509274568,105.59011734587537,60,0,0,0,1,2,2,1
2283.0448569558584,86.40722928734128,26,0,0,0,1,0,0,1
224.27548572617084,80.22116649303695,3,0,0,0,1,0,0,1
1120.6567581323002,97.14054879380168,11,0,1,1,1,0,0,1
300.8784797808123,74.57330585011947,4,0,0,0,0,0,0,1
3083.6672060871374,65.55345925322547,47,0,0,0,0,0,1,1
4708.360560397212,106.94183039137603,44,0,0,1,1,1,2,1
1091.1727090973873,90.6295843672847,11,0,0,1,1,1,0,1
342.695965104721,80.34498012413125,4,0,0,0,1,1,0,1
7844.649951088531,112.53482119721038,68,2,1,1,1,2,2,1
90.80410433078337,48.93645177160195,2,0,0,0,0,1,0,1
1869.8634093406051,96.19212389553145,19,0,0,1,1,0,0,1
1854.0617472628778,83.19389541521856,21,0,0,0,1,0,2,1
289.0410544045017,77.29294722194841,4,0,0,0,1,0,0,1
649.8587282221959,81.62438581709134,7,0,0,0,1,0,0,1
3541.797026683559,85.87790873838374,41,0,0,0,1,0,0,1
806.4783288996089,79.87862241983275,9,0,0,0,1,0,0,1
58.4610879369119,19.802777570865285,3,0,1,1,2,1,1,1
19.9,19.9,1,0,1,1,2,1,1,1
317.7920594046991,78.13158536086834,4,0,0,0,1,0,0,1
84.79708713854495,84.79708713854495,1,0,0,0,1,0,0,1
2865.71372908585,94.96536383921341,29,0,0,0,1,0,0,1
4527.269096045249,91.82959142755978,50,0,0,0,1,0,0,1
2442.2919177340755,99.91752792124376,24,0,0,0,1,0,2,1
5921.0914991112395,102.76652345184098,58,0,0,0,1,2,2,1
1141.4183832183305,101.31926069858021,11,0,0,0,1,0,1,1
1132.9730181842588,102.80656401190366,11,0,0,1,1,2,0,1
348.2459384853178,73.17389589823021,5,0,0,0,0,2,0,1
1022.3997349642162,20.779387177989296,53,1,1,1,2,1,1,1
600.5400203734706,34.866926570347395,17,0,0,0,0,2,1,1
2356.202407846935,74.5148601556321,31,0,0,0,1,0,0,1
78.96793646820122,78.96793646820122,1,0,0,0,1,0,0,1
1072.6187248918543,79.98815559020348,14,0,0,0,0,1,0,1
346.3462774060346,70.60617375029193,4,0,0,0,0,1,0,1
1419.343849422199,96.23146927473097,14,0,0,0,1,0,2,1
90.60242300303308,90.60242300303308,1,0,0,0,1,0,0,1
5478.240496310737,98.05673293373927,56,1,0,0,1,2,0,1
92.05521438135234,24.334545727378785,4,0,0,0,0,0,0,1
55.17721933436218,55.17721933436218,1,0,1,0,0,0,1,1
240.3101473911503,75.94582166246752,3,0,0,0,1,0,0,1
3042.0405041078834,96.11228367893628,31,0,0,0,1,2,0,1
147.09866676532332,74.04786830436679,2,0,0,0,0,0,0,1
147.15,72.726321360985,2,0,0,0,1,0,0,1
376.58739714654365,79.5004941999386,5,0,0,0,1,0,0,1
70.11437308324486,70.11437308324486,1,0,0,0,1,0,0,1
1068.5682760008272,19.612702425389823,55,2,1,1,2,1,1,1
914.3854176866763,71.0896686046553,13,0,0,0,1,0,0,1
606.943634899021,67.03001841230625,9,0,0,0,0,0,0,1
1230.511730188021,97.9267595455116,13,0,1,0,1,0,0,1
2790.7706181263084,64.31371015578434,44,1,1,0,0,1,0,1
329.87286516873166,35.431080526274236,9,0,0,0,0,0,0,1
668.5783744741843,87.7148043498582,7,0,1,0,1,0,0,1
6891.206077517681,104.19730717773196,65,1,0,2,1,0,2,1
6875.566930647432,102.60104779641752,66,0,0,1,1,0,2,1
1463.482425241006,77.76249360461135,18,0,0,0,1,0,1,1
541.2672307476449,62.577880924827504,8,0,1,1,0,1,0,1
3912.906044273686,88.12347447887511,44,1,0,0,0,0,1,1
712.1762520590534,50.85145542858203,13,0,0,0,0,1,0,1
2851.2512082513585,104.23084680960129,28,0,1,0,1,0,1,1
50.776781598363215,50.776781598363215,1,0,0,0,0,0,0,1
158.70803863662735,77.00486168964284,2,0,0,0,1,0,0,1
132.08259440090504,70.88754917368696,2,0,0,0,0,0,0,1
117.12631147118839,47.89209360128638,2,0,0,0,0,0,1,1
77.45480640483784,44.52930048481081,2,0,0,0,0,0,0,1
321.14743035125264,75.46909355715032,4,0,0,0,1,0,0,1
151.84793964396894,76.57311538099897,2,0,0,0,1,1,0,1
1992.2348368141268,65.83248192422067,30,0,1,1,0,1,0,1
4997.379857610125,97.40347316385301,51,1,0,1,1,2,0,1
177.71525487471973,20.216841755269847,8,0,1,1,2,1,1,1
1453.9303438770185,99.16862830384486,15,0,0,0,1,1,1,1
325.0170771518701,73.88455710144576,4,0,0,0,1,1,0,1
5687.594076573196,97.0735340075112,58,0,0,0,1,1,0,1
103.34800048689137,54.96751717422188,2,0,0,1,0,0,2,1
4829.650780353358,94.75201678281705,51,0,1,0,1,0,1,1
3769.762454395313,97.78065391287988,38,0,0,0,1,1,0,1
4056.5791167022267,106.41977957322143,37,0,1,0,1,0,1,1
3316.319403337168,74.44964136888014,44,0,0,0,0,0,0,1
79.59787905075419,79.59787905075419,1,0,0,0,1,0,0,1
994.281703731725,64.45306982462473,16,0,0,0,0,1,0,1
4540.03055172865,101.79735899434868,45,0,1,0,1,2,1,1
360.77992267454397,49.63317830338836,7,0,1,0,0,0,0,1
6985.84590288889,103.8209932371627,66,0,0,1,1,2,0,1
